iter	Passed	Remaining
247	2463	7470
248	2473	7460
249	2483	7451
250	2493	7439
251	2503	7429
252	2511	7415
253	2523	7412
254	2536	7410
255	2545	7398
256	2556	7390
257	2566	7381
258	2574	7366
259	2585	7358
260	2593	7342
261	2603	7334
262	2613	7324
263	2622	7310
264	2632	7301
265	2640	7286
266	2651	7279
267	2661	7269
268	2670	7258
269	2681	7250
270	2690	7237
271	2700	7229
272	2712	7222
273	2720	7208
274	2730	7198
275	2738	7184
276	2749	7175
277	2757	7161
278	2768	7155
279	2778	7145
280	2787	7132
281	2797	7123
282	2805	7108
283	2815	7098
284	2823	7083
285	2833	7072
286	2841	7059
287	2850	7046
288	2859	7035
289	2868	7021
290	2877	7010
291	2885	6996
292	2895	6986
293	2903	6972
294	2914	6965
295	2925	6958
296	2935	6947
297	2944	6937
298	2952	6923
299	2962	6913
300	2971	6900
301	2980	6888
302	2991	6880
303	3000	6869
304	3010	6860
305	3018	6847
306	3029	6837
307	3038	6826
308	3047	6814
309	3057	6804
310	3065	6790
311	3074	6780
312	3082	6766
313	3092	6756
314	3100	6743
315	3111	6734
316	3121	6725
317	3129	6712
318	3140	6703
319	3148	6690
320	3158	6680
321	3166	6667
322	3177	6660
323	3187	6650
324	3195	6637
325	3205	6626
326	3213	6613
327	3223	6604
328	3231	6591
329	3241	6582
330	3251	6571
331	3259	6559
332	3269	6548
333	3277	6535
334	3288	6527
335	3296	6514
336	3306	6505
337	3314	6492
338	3325	6483
339	3336	6476
340	3345	6465
341	3355	6456
342	3364	6443
343	3373	6432
344	3382	6422
345	3390	6409
346	3400	6399
347	3408	6386
348	3418	6377
349	3426	6364
350	3437	6356
351	3446	6344
352	3455	6334
353	3465	6324
354	3474	6312
355	3484	6303
356	3493	6292
357	3505	6286
358	3516	6279
359	3525	6266
360	3535	6257
361	3543	6244
362	3553	6236
363	3564	6228
364	3573	6216
365	3583	6207
366	3592	6196
367	3602	6186
368	3611	6175
369	3620	6163
370	3630	6154
371	3638	6142
372	3648	6132
373	3656	6120
374	3666	6110
375	3674	6097
376	3684	6088
377	3694	6079
378	3702	6066
379	3712	6057
380	3720	6044
381	3731	6037
382	3742	6028
383	3751	6018
384	3762	6010
385	3771	5998
386	3782	5991
387	3790	5979
388	3799	5967
389	3809	5959
390	3818	5946
391	3828	5937
392	3836	5926
393	3846	5916
394	3856	5906
395	3864	5894
396	3874	5884
397	3882	5872
398	3892	5863
399	3900	5850
400	3910	5841
401	3918	5828
402	3928	5820
403	3938	5810
404	3946	5798
405	3956	5788
406	3964	5776
407	3975	5768
408	3984	5757
409	3994	5748
410	4004	5738
411	4014	5729
412	4024	5719
413	4032	5707
414	4041	5697
415	4049	5685
416	4059	5676
417	4069	5666
418	4077	5654
419	4087	5644
420	4096	5633
421	4106	5624
422	4114	5612
423	4126	5605
424	4137	5598
425	4146	5587
426	4156	5577
427	4165	5567
428	4176	5558
429	4186	5549
430	4194	5537
431	4205	5528
432	4213	5517
433	4223	5507
434	4232	5497
435	4240	5485
436	4250	5476
437	4259	5464
438	4268	5455
439	4277	5443
440	4288	5435
441	4296	5424
442	4306	5414
443	4315	5404
444	4324	5394
445	4335	5385
446	4343	5373
447	4355	5366
448	4365	5357
449	4373	5345
450	4385	5338
451	4393	5326
452	4403	5317
453	4413	5307
454	4421	5296
455	4431	5286
456	4439	5275
457	4449	5265
458	4457	5254
459	4468	5245
460	4476	5233
461	4485	5223
462	4495	5214
463	4504	5203
464	4514	5194
465	4523	5183
466	4535	5176
467	4546	5167
468	4555	5157
469	4565	5148
470	4574	5137
471	4583	5127
472	4592	5117
473	4601	5105
474	4611	5096
475	4619	5085
476	4629	5076
477	4637	5064
478	4647	5055
479	4657	5045
480	4665	5034
481	4675	5025
482	4684	5013
483	4694	5004
484	4702	4993
485	4712	4983
486	4721	4973
487	4730	4963
488	4740	4953
489	4749	4942
490	4759	4933
491	4767	4922
492	4778	4914
493	4789	4905
494	4798	4895
495	4809	4887
496	4817	4875
497	4827	4866
498	4836	4856
499	4845	4845
500	4855	4835
501	4863	4824
502	4872	4814
503	4880	4803
504	4890	4793
505	4899	4782
506	4909	4773
507	4918	4763
508	4927	4753
509	4937	4743
510	4946	4733
511	4957	4725
512	4969	4717
513	4979	4708
514	4991	4700
515	5001	4691
516	5010	4681
517	5020	4671
518	5029	4660
519	5039	4651
520	5047	4640
521	5057	4631
522	5066	4620
523	5075	4611
524	5087	4602
525	5095	4591
526	5105	4582
527	5113	4571
528	5122	4561
529	5132	4551
530	5141	4540
531	5151	4531
532	5159	4520
533	5168	4510
534	5176	4499
535	5187	4490
536	5198	4482
537	5209	4474
538	5221	4466
539	5233	4457
540	5243	4448
541	5257	4442
542	5269	4435
543	5280	4426
544	5290	4416
545	5301	4408
546	5314	4401
547	5323	4390
548	5334	4382
549	5344	4372
550	5355	4364
551	5368	4357
552	5379	4348
553	5388	4338
554	5399	4329
555	5408	4318
556	5419	4309
557	5428	4300
558	5437	4289
559	5448	4280
560	5457	4270
561	5467	4261
562	5478	4252
563	5487	4241
564	5497	4232
565	5505	4221
566	5516	4212
567	5526	4203
568	5536	4193
569	5546	4183
570	5554	4172
571	5564	4163
572	5572	4152
573	5583	4143
574	5593	4134
575	5601	4123
576	5612	4114
577	5620	4103
578	5631	4094
579	5641	4085
580	5650	4075
581	5660	4065
582	5668	4054
583	5678	4045
584	5686	4034
585	5697	4024
586	5706	4014
587	5715	4004
588	5725	3994
589	5733	3984
590	5744	3975
591	5752	3964
592	5763	3955
593	5774	3947
594	5783	3936
595	5793	3927
596	5802	3916
597	5813	3907
598	5822	3898
599	5831	3887
600	5840	3877
601	5848	3866
602	5858	3856
603	5866	3846
604	5876	3836
605	5885	3826
606	5894	3816
607	5904	3806
608	5912	3796
609	5922	3786
610	5930	3775
611	5940	3766
612	5948	3755
613	5958	3746
614	5968	3736
615	5977	3726
616	5988	3717
617	5996	3706
618	6007	3697
619	6016	3687
620	6025	3677
621	6035	3667
622	6044	3657
623	6054	3647
624	6062	3637
625	6072	3627
626	6080	3617
627	6091	3608
628	6100	3598
629	6109	3587
630	6119	3578
631	6127	3567
632	6137	3558
633	6145	3547
634	6158	3539
635	6169	3530
636	6178	3520
637	6188	3511
638	6198	3501
639	6207	3491
640	6216	3481
641	6225	3471
642	6234	3461
643	6243	3451
644	6253	3441
645	6261	3431
646	6271	3421
647	6281	3412
648	6289	3401
649	6299	3392
650	6307	3381
651	6318	3372
652	6326	3361
653	6336	3352
654	6346	3342
655	6354	3332
656	6365	3322
657	6373	3312
658	6382	3302
659	6390	3292
660	6401	3283
661	6410	3273
662	6420	3263
663	6430	3253
664	6438	3243
665	6448	3234
666	6456	3223
667	6466	3213
668	6477	3204
669	6486	3194
670	6495	3184
671	6505	3175
672	6513	3164
673	6523	3155
674	6531	3144
675	6542	3135
676	6552	3126
677	6561	3116
678	6573	3107
679	6581	3097
680	6591	3087
681	6601	3078
682	6610	3068
683	6620	3058
684	6628	3048
685	6638	3038
686	6647	3028
687	6657	3018
688	6664	3008
689	6675	2998
690	6684	2989
691	6692	2978
692	6701	2968
693	6710	2958
694	6720	2949
695	6728	2939
696	6740	2930
697	6750	2920
698	6758	2910
699	6768	2900
700	6777	2890
701	6787	2881
702	6795	2870
703	6807	2862
704	6817	2852
705	6825	2842
706	6835	2832
707	6843	2822
708	6853	2813
709	6861	2802
710	6871	2793
711	6881	2783
712	6889	2773
713	6898	2763
714	6906	2753
715	6916	2743
716	6925	2733
717	6935	2724
718	6943	2713
719	6954	2704
720	6966	2695
721	6975	2685
722	6985	2676
723	6994	2666
724	7003	2656
725	7012	2646
726	7020	2636
727	7030	2626
728	7038	2616
729	7049	2607
730	7058	2597
731	7068	2587
732	7077	2578
733	7086	2568
734	7096	2558
735	7105	2548
736	7115	2539
737	7124	2529
738	7134	2519
739	7143	2510
740	7151	2499
741	7161	2490
742	7169	2480
743	7180	2470
744	7187	2460
745	7197	2450
746	7205	2440
747	7216	2431
748	7226	2421
749	7234	2411
750	7244	2401
751	7252	2391
752	7262	2382
753	7271	2372
754	7280	2362
755	7290	2352
756	7299	2343
757	7309	2333
758	7317	2323
759	7327	2313
760	7335	2303
761	7345	2294
762	7353	2283
763	7363	2274
764	7376	2266
765	7384	2255
766	7394	2246
767	7402	2236
768	7411	2226
769	7420	2216
770	7429	2206
771	7439	2197
772	7447	2187
773	7457	2177
774	7465	2167
775	7475	2157
776	7483	2147
777	7494	2138
778	7504	2128
779	7512	2118
780	7522	2109
781	7530	2099
782	7539	2089
783	7547	2079
784	7558	2070
785	7567	2060
786	7576	2050
787	7586	2041
788	7594	2030
789	7604	2021
790	7613	2011
791	7625	2002
792	7635	1993
793	7643	1983
794	7653	1973
795	7661	1963
796	7671	1953
797	7679	1943
798	7689	1934
799	7699	1924
800	7708	1914
801	7717	1905
802	7726	1895
803	7736	1886
804	7745	1876
805	7756	1866
806	7767	1857
807	7776	1847
808	7788	1838
809	7798	1829
810	7807	1819
811	7817	1810
812	7825	1800
813	7835	1790
814	7845	1780
815	7853	1770
816	7863	1761
817	7871	1751
818	7881	1741
819	7889	1731
820	7899	1722
821	7907	1712
822	7918	1703
823	7928	1693
824	7937	1683
825	7946	1674
826	7955	1664
827	7964	1654
828	7972	1644
829	7982	1635
830	7991	1625
831	8000	1615
832	8011	1606
833	8019	1596
834	8030	1586
835	8038	1576
836	8049	1567
837	8058	1557
838	8067	1548
839	8077	1538
840	8086	1528
841	8096	1519
842	8104	1509
843	8116	1500
844	8126	1490
845	8135	1480
846	8145	1471
847	8153	1461
848	8162	1451
849	8170	1441
850	8180	1432
851	8191	1422
852	8200	1413
853	8210	1403
854	8219	1393
855	8228	1384
856	8238	1374
857	8246	1364
858	8256	1355
859	8264	1345
860	8275	1335
861	8284	1326
862	8293	1316
863	8303	1307
864	8311	1297
865	8321	1287
866	8329	1277
867	8339	1268
868	8348	1258
869	8358	1248
870	8367	1239
871	8376	1229
872	8385	1219
873	8393	1210
874	8403	1200
875	8412	1190
876	8421	1181
877	8429	1171
878	8441	1161
879	8450	1152
880	8458	1142
881	8468	1132
882	8476	1123
883	8486	1113
884	8494	1103
885	8505	1094
886	8514	1084
887	8523	1074
888	8532	1065
889	8540	1055
890	8549	1045
891	8557	1036
892	8568	1026
893	8577	1017
894	8588	1007
895	8600	998
896	8609	988
897	8620	979
898	8629	969
899	8638	959
900	8648	950
901	8657	940
902	8667	931
903	8676	921
904	8686	911
905	8696	902
906	8704	892
907	8714	882
908	8722	873
909	8732	863
910	8740	853
911	8750	844
912	8760	834
913	8769	825
914	8779	815
915	8787	805
916	8797	796
917	8805	786
918	8814	776
919	8822	767
920	8833	757
921	8843	748
922	8853	738
923	8863	729
924	8872	719
925	8882	709
926	8891	700
927	8900	690
928	8909	680
929	8917	671
930	8928	661
931	8936	652
932	8947	642
933	8956	632
934	8965	623
935	8975	613
936	8983	604
937	8994	594
938	9003	584
939	9014	575
940	9024	565
941	9032	556
942	9042	546
943	9050	536
944	9060	527
945	9069	517
946	9079	508
947	9090	498
948	9098	488
949	9109	479
950	9117	469
951	9128	460
952	9138	450
953	9146	441
954	9156	431
955	9165	421
956	9175	412
957	9183	402
958	9193	393
959	9204	383
960	9212	373
961	9222	364
962	9230	354
963	9241	345
964	9249	335
965	9260	325
966	9269	316
967	9278	306
968	9287	297
969	9295	287
970	9305	277
971	9313	268
972	9371	260
973	9391	250
974	9402	241
975	9423	231
976	9433	222
977	9442	212
978	9451	202
979	9460	193
980	9470	183
981	9478	173
982	9488	164
983	9496	154
984	9506	144
985	9515	135
986	9524	125
987	9533	115
988	9542	106
989	9551	96
990	9559	86
991	9570	77
992	9579	67
993	9589	57
994	9600	48
995	9608	38
996	9618	28
997	9626	19
998	9637	9
999	9647	0
